	Mc17-25.fq.trim.sam.counts	Mc17-33.fq.trim.sam.counts	Mc17-40.fq.trim.sam.counts	Mc17-66.fq.trim.sam.counts	Mc20-01.fq.trim.sam.counts	Mc20-04.fq.trim.sam.counts	Mc20-05.fq.trim.sam.counts	Mc20-08.fq.trim.sam.counts	Mc20-12.fq.trim.sam.counts	Mc20-14.fq.trim.sam.counts	Mc20-15.fq.trim.sam.counts	Mc20-18.fq.trim.sam.counts	Mc20-20.fq.trim.sam.counts	Mc20-21.fq.trim.sam.counts	Mc20-22.fq.trim.sam.counts	Mc20-24.fq.trim.sam.counts	Mc20-27.fq.trim.sam.counts	Mc20-33.fq.trim.sam.counts	Mc21-05.fq.trim.sam.counts	Mc21-08.fq.trim.sam.counts	Mc21-19.fq.trim.sam.counts	Mc21-20.fq.trim.sam.counts	Mc22-01.fq.trim.sam.counts	Mc22-03.fq.trim.sam.counts	Mc22-07.fq.trim.sam.counts	Mc22-08.fq.trim.sam.counts	Mc22-09.fq.trim.sam.counts	Mc22-12.fq.trim.sam.counts	Mc22-13.fq.trim.sam.counts	Mc22-16.fq.trim.sam.counts	Mc22-18.fq.trim.sam.counts	Mc22-20.fq.trim.sam.counts	Mc22-23.fq.trim.sam.counts	Mc22-24.fq.trim.sam.counts	Mc22-27.fq.trim.sam.counts	Mc22-40.fq.trim.sam.counts	Mc23-02.fq.trim.sam.counts	Mc23-10.fq.trim.sam.counts	Mc23-12.fq.trim.sam.counts	Mc23-27.fq.trim.sam.counts	Mc25-01.fq.trim.sam.counts	Mc25-07.fq.trim.sam.counts	Mc25-19.fq.trim.sam.counts	Mc25-25.fq.trim.sam.counts	Mc26-04.fq.trim.sam.counts	Mc26-06.fq.trim.sam.counts	Mc26-07.fq.trim.sam.counts	Mc26-09.fq.trim.sam.counts	Mc26-13.fq.trim.sam.counts	Mc26-15.fq.trim.sam.counts	Mc26-17.fq.trim.sam.counts	Mc26-18.fq.trim.sam.counts	Mc26-22.fq.trim.sam.counts	Mc26-23.fq.trim.sam.counts	Mc26-24.fq.trim.sam.counts	Mc26-25.fq.trim.sam.counts	Mc26-28.fq.trim.sam.counts	Mc26-30.fq.trim.sam.counts	Mc28-18.fq.trim.sam.counts	Mc28-19.fq.trim.sam.counts	Mc28-27.fq.trim.sam.counts	Mc28-40.fq.trim.sam.counts	Mc29-04.fq.trim.sam.counts	Mc29-06.fq.trim.sam.counts	Mc29-18.fq.trim.sam.counts	Mc29-27.fq.trim.sam.counts	
Mcavernosa32028	1	1	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
Mcavernosa32030	4	6	3	6	0	3	12	2	0	0	0	0	0	0	1	0	19	2	0	7	0	7	0	0	2	0	4	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	3	6	0	0	0	0	15	0	0	0	0	0	1	1	7	0	3	8	2	4	
Mcavernosa32031	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Mcavernosa32033	0	4	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32035	2	3	0	0	0	1	6	1	0	1	0	1	0	0	0	0	0	1	1	1	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	3	0	2	
Mcavernosa32036	6	6	0	5	0	1	32	8	0	4	0	0	0	0	0	0	0	5	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	4	2	0	1	
Mcavernosa32037	130	158	23	79	5	92	543	97	0	43	15	20	81	9	80	98	4	89	52	137	61	231	1	2	64	0	36	76	2	0	11	25	3	4	33	1	8	150	28	43	0	0	3	0	28	1	25	67	15	0	6	50	10	4	2	28	22	6	36	59	66	15	91	119	54	108	
Mcavernosa32038	5	9	0	0	3	3	12	1	0	0	0	4	0	0	3	0	0	5	2	10	1	6	0	0	6	0	3	5	0	0	4	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	3	0	0	0	4	1	1	0	1	0	0	0	0	5	0	2	4	2	5	
Mcavernosa32039	7	4	2	12	0	2	29	3	0	4	0	3	4	0	2	0	0	3	2	9	2	7	0	0	3	1	0	1	0	0	2	0	0	0	0	0	1	3	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	8	6	2	8	
Mcavernosa32041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	
Mcavernosa32042	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32043	0	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Mcavernosa32045	2	3	1	1	0	2	4	2	0	0	0	1	0	0	3	0	0	1	3	4	0	11	0	0	0	1	0	0	0	0	3	1	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	4	2	5	0	0	0	0	1	
Mcavernosa32046	7	7	2	11	0	3	18	15	0	3	0	0	0	2	5	0	0	14	2	6	1	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	7	9	8	
Mcavernosa32047	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa32048	2	5	0	0	0	0	17	10	26	0	0	3	4	0	1	0	0	2	0	0	2	3	0	2	0	0	2	2	0	2	10	3	14	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	1	
Mcavernosa32049	1	2	21	2	0	0	18	5	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	
Mcavernosa32051	3	9	4	8	0	9	36	14	0	10	3	2	4	2	2	1	3	4	4	4	2	4	0	0	2	0	1	3	1	0	1	1	0	3	3	1	13	5	1	2	1	0	1	0	7	1	0	2	0	2	0	2	1	0	2	2	0	6	4	3	0	0	6	4	4	9	
Mcavernosa32052	0	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	
Mcavernosa32054	4	11	2	10	0	14	48	26	0	1	9	2	0	1	0	5	0	3	9	8	8	7	0	5	8	0	6	7	5	0	21	1	10	1	12	5	0	4	2	2	0	0	0	0	2	41	17	11	1	12	0	9	8	6	8	6	6	7	6	4	7	4	3	9	6	4	
Mcavernosa32056	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32057	6	3	0	0	0	1	10	0	0	0	2	1	0	0	0	0	0	4	0	3	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5	2	0	0	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	1	1	0	2	0	0	1	0	1	
Mcavernosa32058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Mcavernosa32059	17	19	7	14	8	9	70	5	1	2	5	6	0	18	12	0	1	12	4	12	14	20	5	8	8	24	8	4	4	13	8	1	7	7	0	1	10	4	2	1	1	0	7	5	3	1	9	11	3	3	3	2	7	0	2	4	0	3	19	9	8	1	13	10	9	4	
Mcavernosa32060	3	9	2	1	2	3	28	24	1	3	4	3	0	7	8	1	0	7	2	5	6	5	0	2	3	0	6	3	4	0	1	2	0	0	0	0	3	6	2	1	0	1	0	0	3	0	3	1	0	0	0	2	0	0	5	1	0	0	3	1	2	0	3	3	3	8	
Mcavernosa32061	45	43	6	34	3	17	240	11	1	15	4	6	0	2	12	6	4	19	21	48	26	58	4	2	44	1	25	27	0	2	14	7	1	0	8	1	0	43	23	4	0	0	5	6	7	0	27	3	0	0	5	10	6	2	5	8	11	0	17	20	23	2	18	31	20	42	
Mcavernosa32062	3	7	1	2	2	4	14	3	1	2	3	2	0	8	0	0	0	0	1	6	1	6	0	1	2	0	2	1	2	0	2	0	0	10	43	1	0	3	1	0	0	0	4	0	2	0	5	0	0	0	1	1	1	0	0	0	0	7	1	0	2	0	3	3	3	5	
Mcavernosa32063	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32064	1	1	3	1	0	3	9	5	0	0	0	2	0	0	2	0	0	2	2	2	2	7	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	1	0	0	4	0	3	2	0	0	0	2	0	0	0	6	0	0	3	2	2	0	4	3	0	0	
Mcavernosa32066	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32067	0	5	0	0	2	5	44	1	0	2	0	8	0	0	1	0	0	1	2	4	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	1	0	1	0	2	3	0	2	
Mcavernosa32068	4	5	4	3	0	3	28	2	0	0	10	1	0	0	2	0	0	2	0	6	4	6	0	0	7	0	0	7	0	0	1	2	0	0	0	0	0	4	0	14	0	3	0	0	2	0	1	0	3	0	0	0	0	0	0	2	0	0	2	2	2	3	3	2	0	4	
Mcavernosa32070	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	4	1	1	2	
Mcavernosa32071	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
Mcavernosa32072	6	16	2	9	0	6	82	15	3	6	1	8	0	2	4	0	0	5	1	8	8	11	0	1	8	2	1	7	7	2	4	0	4	0	0	0	0	5	3	3	0	0	0	0	0	0	11	0	3	0	0	9	2	0	3	0	0	1	3	3	7	0	6	12	4	10	
Mcavernosa32074	0	0	0	0	0	1	5	0	0	0	0	0	0	0	2	0	0	0	0	3	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	3	
Mcavernosa32075	53	31	41	6	2	39	42	44	3	14	0	7	7	15	12	3	0	7	9	88	28	24	1	0	63	0	7	8	6	0	48	2	0	19	24	0	9	131	3	5	1	0	20	2	10	0	6	16	2	0	8	0	3	4	14	3	0	0	0	34	5	0	55	35	47	175	
Mcavernosa32080	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	
Mcavernosa32085	0	1	1	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	
Mcavernosa32087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32088	1	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	
Mcavernosa32089	22	46	12	20	0	12	121	34	0	5	1	7	6	0	5	2	1	9	14	34	7	42	7	0	22	0	10	18	0	0	1	1	1	1	2	12	49	34	16	16	15	22	10	17	5	0	7	18	3	4	1	8	2	2	0	7	0	1	5	5	11	1	17	33	6	16	
Mcavernosa32093	3	0	0	0	0	6	45	15	0	2	0	1	0	0	2	0	0	0	2	0	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Mcavernosa32095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa32096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	
Mcavernosa32097	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa32098	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	
Mcavernosa32100	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	
Mcavernosa32101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Mcavernosa32103	2	1	0	0	0	1	3	2	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	
Mcavernosa32104	198	329	31	38	75	152	1814	52	22	90	66	187	231	604	65	522	660	71	144	402	80	619	172	58	87	40	45	88	136	210	76	84	49	215	243	10	577	281	221	48	51	73	154	63	40	465	116	125	145	413	119	244	196	83	480	44	329	561	197	183	23	98	134	370	228	327	
Mcavernosa32105	2	2	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	
Mcavernosa32107	1	1	0	0	1	0	3	4	0	1	1	0	0	0	1	0	2	3	0	1	4	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	4	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Mcavernosa32109	0	3	0	1	0	1	9	4	0	0	0	1	1	0	1	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	1	0	3	
Mcavernosa32112	11	7	0	9	1	5	51	14	0	7	2	1	0	1	5	0	3	3	2	7	4	20	0	0	3	2	3	5	0	0	0	0	4	0	7	0	1	7	1	1	1	0	0	0	4	1	5	0	13	0	1	4	0	0	1	0	0	0	2	4	9	4	3	5	4	7	
Mcavernosa32121	44	68	13	20	5	69	316	113	3	9	11	14	0	10	35	0	2	49	25	44	24	85	0	3	27	4	13	25	1	0	8	2	0	1	1	0	2	47	11	6	0	1	4	1	20	0	11	10	7	0	11	9	33	0	7	12	0	0	14	14	34	2	39	84	18	63	
Mcavernosa32122	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32123	7	9	2	3	0	8	27	14	0	7	0	1	0	0	10	0	0	9	0	9	1	4	0	0	7	1	30	5	0	0	1	8	0	2	0	0	0	2	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	7	8	1	7	
Mcavernosa32127	41	45	10	32	0	34	103	30	0	11	1	6	7	27	9	0	0	23	23	36	12	52	0	1	12	0	5	14	0	0	12	9	0	6	3	10	0	33	10	0	0	0	0	4	9	6	5	22	0	1	3	12	8	4	0	7	0	0	8	6	18	0	28	29	23	20	
Mcavernosa32130	25	19	3	10	2	20	93	20	6	2	1	3	0	0	20	2	0	11	9	15	2	31	0	0	8	0	9	20	0	0	1	2	0	6	3	0	0	10	4	1	0	1	0	0	4	0	5	6	11	0	5	15	16	1	9	13	0	0	1	10	20	3	21	29	13	13	
Mcavernosa32131	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32132	8	8	1	4	0	1	18	4	0	0	0	0	0	1	2	0	0	1	1	5	10	9	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	8	1	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	5	1	0	0	6	2	0	3	
Mcavernosa32133	0	1	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa32134	1	2	0	0	0	1	4	3	0	0	1	0	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	5	
Mcavernosa32137	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32138	0	3	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	3	0	0	0	0	2	0	1	0	1	2	2	2	
Mcavernosa32140	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	
Mcavernosa32145	0	1	0	2	0	1	2	1	0	0	0	1	0	0	0	0	0	2	1	2	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	1	2	2	2	
Mcavernosa32147	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
Mcavernosa32148	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32150	38	36	3	28	1	16	111	42	0	7	6	21	3	0	20	24	1	25	18	20	20	39	10	0	28	26	4	17	34	0	19	9	0	6	11	0	2	21	9	2	0	0	13	0	5	6	11	10	3	1	1	9	12	6	2	11	3	3	11	17	15	2	22	29	23	23	
Mcavernosa32151	2	6	0	8	0	2	20	2	0	9	0	1	0	0	3	0	0	4	1	7	2	7	0	0	6	0	0	4	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	2	4	0	0	0	0	0	1	1	0	0	8	4	4	0	
Mcavernosa32152	0	3	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	1	3	
Mcavernosa32156	33	48	16	30	1	16	106	25	0	8	0	6	0	4	13	0	0	11	13	16	8	30	144	0	21	0	7	19	2	1	11	10	2	0	0	0	46	34	16	0	0	0	8	0	2	0	4	10	20	0	1	0	5	3	1	7	0	0	13	12	17	4	18	21	10	16	
Mcavernosa32159	45	53	10	46	8	51	131	57	1	16	10	21	0	6	29	18	50	25	25	44	15	52	0	1	33	13	16	46	16	9	46	17	0	0	5	21	0	21	21	5	0	0	0	1	5	82	21	13	0	0	0	14	18	2	5	13	4	8	24	8	26	5	42	37	17	33	
Mcavernosa32160	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32161	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Mcavernosa32162	61	57	9	26	4	23	185	24	2	12	4	15	1	22	25	23	6	20	12	40	18	44	27	0	24	3	10	20	2	2	18	8	3	5	22	4	2	25	19	1	0	1	8	1	5	1	16	12	1	1	5	21	24	2	9	9	7	11	5	14	5	5	18	28	17	33	
Mcavernosa32163	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32164	59	49	9	34	1	44	151	35	0	12	2	16	16	6	30	0	0	24	20	46	18	37	16	0	10	0	9	11	8	0	1	6	0	0	19	1	2	21	11	0	1	5	0	0	17	0	28	26	101	0	1	16	3	19	5	9	10	2	11	6	22	0	19	34	16	27	
Mcavernosa32165	18	21	0	5	0	8	90	34	0	3	0	4	0	7	12	0	2	9	13	15	7	23	0	0	8	0	8	14	0	0	3	8	0	0	0	0	0	20	5	2	0	0	1	0	5	0	7	0	0	0	0	5	1	0	0	8	0	2	5	9	18	0	12	19	2	17	
Mcavernosa32166	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Mcavernosa32167	25	22	4	13	1	15	108	39	0	11	11	4	4	0	11	0	3	17	9	13	4	28	0	0	3	0	3	14	0	0	11	3	1	1	0	0	0	21	3	0	0	0	0	0	5	0	2	0	0	0	0	8	0	0	0	5	0	0	9	2	13	3	14	21	5	8	
Mcavernosa32170	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	2	
Mcavernosa32174	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Mcavernosa32175	2	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	3	0	1	
Mcavernosa32176	1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	
Mcavernosa32183	0	2	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
Mcavernosa32188	25	21	2	25	6	15	59	26	1	23	6	12	1	2	16	0	0	17	6	24	2	23	0	0	9	8	4	9	22	0	10	0	0	0	0	0	0	19	6	0	0	0	1	4	4	2	7	5	8	1	0	3	2	0	0	2	17	2	8	7	9	0	15	33	16	16	
